Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Price,Year_gap
736,3262,2,1,3,1931,427757,95
737,1641,4,2,1,1940,762787,86
738,2310,3,2,1,1905,834429,121
739,1223,3,3,1,1987,154887,39
740,724,3,2,2,1926,111086,100
741,4708,3,1,2,1919,938663,107
742,2548,1,1,3,1924,305494,102
743,4915,1,4,2,1965,558889,61
744,2073,5,1,3,1908,637596,118
745,2328,2,4,2,1991,327941,35
746,2417,4,2,2,1952,317446,74
747,4734,4,1,2,1960,506388,66
748,2526,1,2,1,1937,612347,89
749,4244,4,1,2,1902,181980,124
750,1401,1,1,1,1983,765612,43
751,2539,5,4,1,1969,523875,57
752,509,2,2,2,2002,193949,24
753,760,5,1,3,1996,326383,30
754,2173,3,3,3,1954,77313,72
755,2719,3,2,3,1900,92103,126
756,2560,3,2,2,2000,229480,26
757,4213,5,2,3,1969,526467,57
758,2119,4,4,1,1944,138771,82
759,820,2,3,3,1997,176228,29
760,1842,3,2,2,1946,141665,80
761,2876,3,1,3,1978,846966,48
762,3332,3,1,1,2008,879492,18
763,3324,2,4,2,1925,853621,101
764,2494,3,1,3,2020,964863,6
765,3458,2,2,2,1913,660355,113
766,2538,3,1,2,2021,847399,5
767,3990,5,2,2,1953,787351,73
768,4177,5,1,3,1970,901995,56
769,1618,2,3,2,1945,320804,81
770,2104,5,4,3,2021,430815,5
771,4527,2,4,1,1930,534091,96
772,735,5,3,3,1987,179909,39
773,2469,5,3,1,1958,483039,68
774,4929,2,4,3,1994,499058,32
775,2408,4,3,2,1928,190688,98
776,875,5,2,3,2005,125976,21
777,4030,3,1,2,1995,807496,31
778,3135,4,4,1,1916,229810,110
779,2070,2,3,3,1913,325251,113
780,3060,4,2,2,2003,766764,23
781,3891,1,4,1,1935,668470,91
782,3465,1,3,1,1957,817441,69
783,4143,5,4,3,2011,928219,15
784,4350,5,3,1,1923,852386,103
785,1372,3,4,2,2008,329087,18
786,1752,4,2,1,1962,90725,64
787,1814,1,2,1,2017,881866,9
788,3398,5,1,2,1990,922183,36
789,577,4,4,1,1924,584398,102
790,3121,5,1,1,1958,548864,68
791,4727,5,4,1,1931,328606,95
792,1100,1,3,1,2015,391376,11
793,1565,1,3,2,1981,759441,45
794,2636,5,1,1,2009,496015,17
795,2949,2,4,2,1917,640855,109
796,2843,5,1,1,1936,532517,90
797,2363,5,2,1,1925,756584,101
798,1818,3,1,1,1908,439569,118
799,4097,3,1,1,2023,892495,3
800,4262,3,3,2,1998,163394,28
801,2690,2,1,2,1963,891672,63
802,1492,2,4,2,1971,917784,55
803,3212,5,3,3,1919,198940,107
804,2692,3,1,1,1953,393133,73
805,1748,2,2,1,2005,72222,21
806,3554,1,1,2,1985,129794,41
807,4533,5,1,3,1982,638212,44
808,2497,4,1,1,1929,674142,97
809,4187,5,3,2,1952,914945,74
810,2651,4,4,1,1991,834326,35
811,4518,3,2,1,1998,891081,28
812,3610,4,1,2,2006,415130,20
813,2470,3,4,2,1962,818103,64
814,697,1,4,1,1910,920181,116
815,3126,4,3,1,1930,283127,96
816,1702,5,2,2,1948,554434,78
817,2535,3,3,1,2011,191295,15
818,977,5,4,1,2002,229238,24
819,1754,2,4,2,1999,89369,27
820,1422,3,4,1,1993,922811,33
821,919,4,3,1,1986,905824,40
822,2704,3,2,3,1918,849093,108
823,3097,5,1,2,1911,720951,115
824,1620,1,3,3,1914,383862,112
825,3568,3,4,3,1930,760595,96
826,1450,4,3,3,1942,320114,84
827,2836,2,4,1,2000,97922,26
828,2743,1,1,1,1936,543614,90
829,3145,2,1,3,1978,867187,48
830,2357,3,2,3,1928,695214,98
831,2365,5,4,3,2013,69416,13
832,3412,5,2,1,2006,63672,20
833,3353,4,2,3,1925,526684,101
834,3728,5,1,3,2007,178145,19
835,4219,1,3,2,1901,752356,125
836,3728,5,3,2,1983,910527,43
837,2871,4,2,1,1914,50064,112
838,3391,3,1,2,2015,118835,11
839,4256,3,4,2,1903,251457,123
840,4725,5,3,2,1985,973143,41
841,594,2,2,1,1949,297795,77
842,3174,3,3,2,1937,454271,89
843,2455,5,3,1,1922,399738,104
844,1293,4,4,3,1958,996931,68
845,2334,5,1,2,1989,691204,37
846,2616,3,4,1,2014,956740,12
847,4606,4,1,2,1974,918948,52
848,3825,5,3,3,1927,901098,99
849,3419,1,2,1,2019,245346,7
850,3097,4,4,1,1965,954726,61
851,3705,1,1,1,2022,323010,4
852,1314,2,3,3,1907,53889,119
853,845,4,1,3,1928,168194,98
854,2849,1,1,3,1910,174714,116
855,862,3,1,1,2000,605623,26
856,2943,3,3,3,1917,100547,109
857,2765,2,2,2,1954,207234,72
858,2688,4,2,3,1949,794809,77
859,3505,4,2,1,1913,730047,113
860,3781,4,1,2,2017,935188,9
861,1484,2,3,3,1973,323139,53
862,2139,4,1,2,1998,499704,28
863,1327,3,2,2,1908,52631,118
864,3230,1,2,1,1998,187039,28
865,4031,3,3,2,1910,924726,116
866,4951,3,1,2,1962,399422,64
867,3435,1,4,1,2007,638759,19
868,4376,3,4,1,1975,349260,51
869,626,2,2,1,1966,928548,60
870,3677,1,3,2,1952,477443,74
871,3556,3,1,2,1938,707302,88
872,1103,5,1,2,1977,621952,49
873,3949,3,2,1,1955,733429,71
874,4646,2,2,3,1927,137342,99
875,4033,4,1,2,1974,64407,52
876,3867,3,1,3,1938,163926,88
877,3868,4,2,1,1924,371345,102
878,4297,5,1,2,1920,916525,106
879,2292,3,4,3,1909,497564,117
880,3361,1,2,2,1942,787341,84
881,3976,4,1,2,1914,592166,112
882,3917,5,2,2,1982,133100,44
883,2145,1,3,3,1947,915061,79
884,1705,1,2,1,1985,498636,41
885,3530,1,2,2,1920,544308,106
886,3372,1,3,1,1959,273059,67
887,3572,3,4,1,2015,617456,11
888,2354,3,1,3,2007,300396,19
889,4521,3,3,3,1995,824769,31
890,3208,5,2,1,1949,367006,77
891,4002,5,1,2,1922,78004,104
892,1832,5,3,3,1912,856903,114
893,701,2,1,2,1968,574252,58
894,4007,5,1,2,1903,666108,123
895,4712,3,3,2,1991,241239,35
896,1074,3,1,1,1977,676517,49
897,1036,2,4,2,1971,527044,55
898,2125,2,3,1,1908,901740,118
899,2622,5,4,1,2020,396113,6
900,885,4,2,2,2014,64568,12
901,3781,2,1,2,1934,583754,92
902,974,1,2,2,2000,272129,26
903,917,3,2,2,1920,631612,106
904,4100,1,1,1,1957,938640,69
905,1454,3,3,2,1917,196539,109
906,1705,3,1,2,1996,650243,30
907,4620,2,2,1,1971,197748,55
908,2490,2,2,3,2014,144791,12
909,4072,1,3,3,2012,736874,14
910,4880,3,1,1,1980,945150,46
911,4658,1,2,3,1942,596938,84
912,3213,4,4,1,1994,400434,32
913,2703,1,2,2,1997,127701,29
914,3620,5,2,2,1905,847115,121
915,1466,1,3,3,1985,279164,41
916,3932,5,4,2,1977,503035,49
917,1188,5,2,3,1966,655266,60
918,4743,5,2,3,1911,579148,115
919,4201,4,4,2,1999,709089,27
920,841,1,1,2,1911,605639,115
921,2224,1,1,3,2008,555920,18
922,4922,4,2,2,1965,374888,61
923,2292,3,2,1,1901,729706,125
924,2259,2,1,2,1914,956630,112
925,3712,1,3,2,1922,910587,104
926,1489,2,4,1,1928,171449,98
927,2762,4,4,2,1980,650988,46
928,2982,3,3,2,1995,809774,31
929,1451,3,3,3,1906,843387,120
930,1222,3,3,2,1993,307571,33
931,3889,4,3,2,1927,513506,99
932,2579,5,3,1,1913,487509,113
933,3217,5,3,3,1943,766696,83
934,2832,2,4,3,1929,858094,97
935,3876,5,3,3,1980,580696,46
936,2000,5,1,2,1931,745763,95
937,785,3,3,3,2009,313369,17
938,3995,3,3,1,1969,979700,57
939,2565,2,4,3,2014,513002,12
940,1268,1,4,1,1987,196444,39
941,3557,2,3,3,1905,831608,121
942,4789,2,4,3,1926,591567,100
943,2661,4,2,1,1981,160401,45
944,3793,4,4,3,1987,276801,39
945,1446,2,4,3,2000,821668,26
946,3835,2,4,3,2019,553575,7
947,4650,2,4,2,1923,928836,103
948,1981,5,1,1,2001,219259,25
949,2401,4,1,3,1933,297145,93
950,3951,2,1,1,1939,360625,87
951,4564,3,3,1,1946,733835,80
952,554,3,3,1,1978,94552,48
953,2323,5,2,3,1974,249041,52
954,3962,5,1,3,1985,257606,41
955,3579,1,3,1,2017,804965,9
956,1332,1,4,2,1923,836157,103
957,4908,1,4,1,1964,450074,62
958,3306,5,1,2,1917,779846,109
959,2990,5,2,1,1943,124474,83
960,827,5,2,1,1975,337312,51
961,3810,3,4,1,1956,606387,70
962,3800,5,2,3,2006,252252,20
963,4175,3,1,2,1927,814742,99
964,3554,1,4,2,2003,373599,23
965,2643,1,3,1,2023,628528,3
966,1811,1,3,3,1970,386940,56
967,3691,2,2,3,1922,891024,104
968,3038,2,4,2,1984,835034,42
969,4483,4,4,3,1933,434325,93
970,664,4,3,2,1910,302051,116
971,4777,4,4,2,1985,151611,41
972,1322,2,4,2,2005,632334,21
973,1443,2,4,3,1934,824756,92
974,4925,4,2,2,2015,66488,11
975,1274,4,4,2,1992,239913,34
976,2698,5,1,1,1941,430665,85
977,3656,4,2,2,1927,967899,99
978,4742,5,4,2,2022,758029,4
979,4195,3,4,1,1981,716205,45
980,3952,2,1,1,1977,741419,49
981,1414,4,2,3,1981,68394,45
982,1808,2,3,2,1991,930425,35
983,4677,2,3,3,1923,226978,103
984,1013,2,2,3,1907,109332,119
985,2420,3,4,1,2005,218377,21
986,4094,1,4,3,2017,92628,9
987,1909,4,3,2,2008,857784,18
988,3690,1,3,1,1952,529898,74
989,4991,1,3,2,1971,919403,55
990,2055,1,1,2,1903,101993,123
991,1304,2,3,1,1990,220458,36
992,1779,5,1,2,1999,939459,27
993,4077,2,2,1,1904,500281,122
994,3401,2,4,2,1996,956644,30
995,1887,1,3,1,1948,528720,78
996,3261,2,4,3,1997,556357,29
997,3179,1,4,2,1929,58539,97
998,2606,5,3,1,1971,182335,55
999,4723,4,3,2,2002,456521,24
1000,3268,1,2,2,1962,890249,64
1001,4453,5,1,2,1946,991902,80
1002,3686,4,1,1,1925,290310,101
1003,3780,3,4,3,1956,256873,70
1004,3073,1,3,3,1936,361251,90
1005,3099,1,2,3,1997,999656,29
1006,4533,3,2,1,1906,536476,120
1007,736,3,2,3,1939,998128,87
1008,1804,1,2,1,1991,965672,35
1009,3930,3,2,2,1938,411799,88
1010,1801,2,1,2,1961,630420,65
1011,3041,4,1,3,2002,962133,24
1012,2551,4,1,1,1991,155494,35
1013,941,4,3,2,1977,889411,49
1014,2576,2,4,1,1952,894445,74
1015,3680,3,2,1,2013,275997,13
1016,3157,5,3,2,2001,638085,25
1017,4298,3,2,1,1903,101798,123
1018,1304,1,1,2,2005,722010,21
1019,574,4,3,2,1981,469230,45
1020,2675,3,1,2,2007,650709,19
1021,4424,5,2,1,2011,319578,15
1022,2589,1,2,2,1924,866460,102
1023,540,2,4,1,1906,640846,120
1024,2581,2,2,2,2001,860763,25
1025,2122,5,1,2,1927,117573,99
1026,841,1,2,3,1968,703761,58
1027,4552,4,4,3,1966,517508,60
1028,2574,3,4,3,2007,227398,19
1029,1145,1,1,1,1994,395123,32
1030,4763,2,3,1,2010,840555,16
1031,1109,5,2,2,2005,328747,21
1032,954,5,4,2,2021,378085,5
1033,3453,3,2,2,1919,92597,107
1034,2208,5,2,2,1982,768598,44
1035,3972,5,3,1,2011,920670,15
1036,3469,1,4,2,2023,485935,3
1037,3528,4,2,2,1910,797146,116
1038,3181,3,4,3,2003,353895,23
1039,4129,1,1,2,1966,962894,60
1040,4725,4,1,2,1986,136978,40
1041,3567,1,2,2,1906,329837,120
1042,1886,1,4,1,1922,532757,104
1043,4276,5,2,3,1960,218769,66
1044,3366,4,4,2,1970,406668,56
1045,3863,3,4,2,2009,410013,17
1046,4624,3,3,3,1933,735352,93
1047,648,4,3,2,2005,375969,21
1048,4350,5,3,1,1918,714882,108
1049,2558,2,2,2,1957,442619,69
1050,1636,1,3,1,1908,881838,118
1051,686,5,3,1,1947,288078,79
1052,3354,4,1,2,2014,290140,12
1053,1750,1,4,3,1981,717481,45
1054,1833,3,4,1,1940,697659,86
1055,4693,2,3,3,1947,457435,79
1056,4650,3,4,2,1944,838049,82
1057,3211,4,1,1,2005,93016,21
1058,2285,1,1,2,1924,493888,102
1059,1250,4,3,3,2015,336420,11
1060,2262,1,1,2,1977,805247,49
1061,4420,5,4,2,2007,384384,19
1062,4960,2,2,1,1924,942724,102
1063,981,5,4,2,1918,236807,108
1064,653,5,2,2,1938,592247,88
1065,2024,4,3,2,2018,602810,8
1066,2620,2,2,1,1978,499303,48
1067,2843,1,1,3,1979,453169,47
1068,1740,1,4,3,1926,76567,100
1069,560,3,2,2,2003,503739,23
1070,1438,1,4,1,1973,112708,53
1071,2139,4,3,2,1962,176206,64
1072,4620,5,3,3,1967,596848,59
1073,4726,5,1,1,2014,632678,12
1074,4069,5,3,3,1918,700060,108
1075,1752,2,2,3,1927,511365,99
1076,4703,1,3,1,1984,357248,42
1077,671,4,1,1,2022,632093,4
1078,1958,2,4,2,2010,286109,16
1079,4049,3,4,2,1977,545951,49
1080,4697,4,3,3,1932,336640,94
1081,2822,4,2,1,2011,788661,15
1082,2136,4,1,1,1909,141257,117
1083,3615,5,2,2,1982,53515,44
1084,4590,4,1,3,1929,578742,97
1085,3504,1,3,3,1921,287145,105
1086,829,4,1,2,1902,72873,124
1087,4140,5,1,1,2000,910352,26
1088,4394,4,3,2,2004,325871,22
1089,4607,3,2,2,1981,702664,45
1090,1841,3,3,2,1974,643358,52
1091,4163,5,1,2,1947,935491,79
1092,715,1,3,1,1901,698852,125
1093,838,1,1,2,1975,278497,51
1094,4562,2,3,1,1953,691501,73
1095,3208,5,4,2,1905,755339,121
1096,3652,4,4,3,2006,599753,20
1097,2250,5,3,1,2022,234972,4
1098,2921,2,2,3,1939,634087,87
1099,1209,5,1,2,2007,560237,19
1100,4226,5,4,2,1992,670417,34
1101,4142,2,2,2,2022,464546,4
1102,4493,1,1,1,1993,713662,33
1103,988,4,4,3,1901,419432,125
1104,546,2,4,1,1972,293761,54
1105,3859,3,3,1,2010,292821,16
1106,900,1,1,2,1901,62875,125
1107,4490,3,2,3,1992,601507,34
1108,3657,1,2,2,1996,872614,30
1109,4845,4,2,1,1973,785901,53
1110,890,4,1,2,1997,485485,29
1111,4353,5,2,3,2007,391925,19
1112,4930,3,2,2,1954,56457,72
1113,1128,1,2,3,1971,974253,55
1114,4732,4,3,3,2000,83064,26
1115,3430,2,3,2,2017,977325,9
1116,2021,4,1,1,1959,689544,67
1117,1326,2,1,2,1996,934729,30
1118,2000,1,2,1,2010,808947,16
1119,3794,4,3,1,1905,259727,121
1120,2919,4,4,2,2007,975168,19
1121,1434,1,4,1,2003,210353,23
1122,3542,4,2,1,2008,832351,18
1123,4997,2,2,2,1918,286887,108
1124,1966,4,3,2,1995,475037,31
1125,4061,3,3,2,1926,809129,100
1126,1114,5,3,1,1900,992151,126
1127,1682,2,1,3,2006,644206,20
1128,3723,3,1,1,2015,263057,11
1129,3167,1,2,3,1932,526015,94
1130,630,2,1,2,1939,926611,87
1131,3483,5,3,3,1931,387088,95
1132,4778,5,3,2,1968,139142,58
1133,4959,1,1,2,1916,77603,110
1134,538,1,4,3,1907,882890,119
1135,4459,2,2,2,1956,120605,70
1136,4087,4,4,3,1941,331767,85
1137,1420,1,2,2,1997,618728,29
1138,3269,4,4,1,1908,918859,118
1139,4611,3,1,1,2019,975208,7
1140,992,5,2,2,1986,405970,40
1141,1631,4,2,2,1934,339604,92
1142,4021,5,2,3,2013,264117,13
1143,810,4,3,1,1970,788165,56
1144,1238,3,3,3,1978,516727,48
1145,3741,1,4,2,1952,160373,74
1146,1045,3,1,2,1953,974069,73
1147,2961,1,3,3,1983,317014,43
1148,4846,1,2,2,2013,68909,13
1149,2304,5,3,1,1924,321261,102
1150,3712,3,1,3,1966,299975,60
1151,4310,4,3,1,2023,903906,3
1152,1313,3,2,1,1961,668214,65
1153,4624,5,4,1,1954,487538,72
1154,2532,1,2,3,1945,177463,81
1155,4913,5,1,2,1923,151536,103
1156,744,2,4,1,1997,856560,29
1157,771,2,3,1,1945,301981,81
1158,4011,4,3,1,1921,540533,105
1159,2271,5,3,2,1910,381145,116
1160,1762,4,4,2,1947,836872,79
1161,2924,4,2,3,1907,230685,119
1162,4861,2,4,2,1938,697779,88
1163,1420,4,4,3,2006,979167,20
1164,3930,2,1,3,1934,547275,92
1165,4935,1,4,3,1948,200619,78
1166,4984,5,3,3,1945,655950,81
1167,3124,4,2,3,1937,810416,89
1168,4260,2,2,1,1907,50005,119
1169,2550,3,2,2,1953,284152,73
1170,4000,4,3,1,1936,319182,90
1171,1665,1,3,3,1990,842846,36
1172,875,1,3,2,1991,530875,35
1173,2533,3,3,1,1939,905938,87
1174,645,2,3,1,1933,913018,93
1175,4888,4,4,3,1995,445822,31
1176,931,2,3,1,1978,852914,48
1177,1204,1,3,1,2007,804189,19
1178,3132,2,3,1,1916,252945,110
1179,4994,1,3,1,1932,608236,94
1180,1463,2,2,1,1946,402131,80
1181,2734,3,3,3,2009,272873,17
1182,2541,5,4,3,1951,272322,75
1183,2328,3,4,1,2017,70875,9
1184,2608,3,4,3,1979,325201,47
1185,4568,5,1,3,1992,82400,34
1186,1438,5,2,2,1908,514674,118
1187,1306,4,3,1,1932,118607,94
1188,1963,4,1,3,1959,923993,67
1189,3915,3,3,3,2012,339647,14
1190,510,3,1,1,1992,466981,34
1191,2368,1,1,2,1976,151096,50
1192,1384,1,4,1,1920,620900,106
1193,4064,4,4,2,1957,934750,69
1194,1889,4,1,1,1984,311538,42
1195,3901,1,4,1,1968,134335,58
1196,4821,1,1,1,1909,413133,117
1197,1324,2,2,1,1905,667300,121
1198,2765,2,4,2,2019,131748,7
1199,1436,1,4,2,2014,976932,12
1200,3300,2,4,3,2020,736779,6
1201,3053,5,2,1,1912,115195,114
1202,4345,4,1,2,1964,779055,62
1203,2296,4,3,2,1919,664134,107
1204,553,1,4,2,1956,676692,70
1205,1226,3,1,1,2010,351286,16
1206,3236,1,2,3,1945,835608,81
1207,3670,2,3,2,1907,121540,119
1208,2413,3,4,1,1909,743649,117
1209,2096,2,2,2,1972,389092,54
1210,2414,5,2,2,2012,895383,14
1211,2966,2,3,3,2004,61755,22
1212,3237,5,1,2,1966,827203,60
1213,1349,5,4,2,1910,430129,116
1214,2609,2,4,1,1911,658841,115
1215,502,2,1,1,1909,184962,117
1216,4755,5,1,3,1924,930808,102
1217,4569,3,1,1,1948,306760,78
1218,1392,5,3,1,1948,67175,78
1219,2530,4,3,3,1988,902119,38
1220,3660,5,4,2,1910,921415,116
1221,2876,3,3,3,1961,531503,65
1222,2433,4,2,1,2017,800071,9
1223,1880,1,4,3,1935,729648,91
1224,4181,1,3,2,1938,96629,88
1225,1790,3,1,3,1952,691067,74
1226,2140,5,2,1,1989,228872,37
1227,3182,2,1,1,1977,742727,49
1228,1487,3,4,3,2002,520970,24
1229,1718,4,1,2,1955,380657,71
1230,1855,4,3,3,2003,657050,23
1231,4765,1,3,2,1900,210094,126
1232,4635,4,4,2,1955,774689,71
1233,2060,3,1,3,2017,969163,9
1234,1918,4,4,2,1903,107941,123
1235,1454,3,1,1,1929,355617,97
1236,1483,2,2,3,1911,760958,115
1237,1474,1,3,2,2019,66040,7
1238,4633,4,4,1,1934,119806,92
1239,4472,3,2,3,1976,718646,50
1240,1413,5,2,1,1951,250211,75
1241,536,1,4,1,1930,686364,96
1242,3887,2,4,1,2001,105916,25
1243,2211,3,2,2,2006,722960,20
1244,3520,2,1,3,1986,445507,40
1245,1295,2,2,3,1967,456339,59
1246,4536,4,4,2,1951,840243,75
1247,3611,4,2,3,1979,605564,47
1248,1824,3,1,1,1906,235217,120
1249,817,5,3,3,1921,917481,105
1250,2896,3,3,2,1992,251750,34
1251,2662,5,2,1,1974,269854,52
1252,3245,2,1,2,1955,796403,71
1253,2091,1,3,1,1996,994218,30
1254,3611,3,2,1,1957,761045,69
1255,4430,3,2,3,1992,717554,34
1256,2496,5,1,1,1963,385206,63
1257,1812,2,4,2,2022,200434,4
1258,1785,2,2,3,2002,890931,24
1259,4811,5,4,2,1911,620569,115
1260,2883,2,4,1,1906,881284,120
1261,3739,4,3,2,2022,836408,4
1262,2639,1,4,2,1954,827981,72
1263,2204,3,1,1,2002,554869,24
1264,862,1,3,3,2005,753196,21
1265,3104,3,3,2,1961,578883,65
1266,2216,4,3,1,2011,670218,15
1267,4951,2,2,3,1989,196474,37
1268,4786,5,2,3,2003,311745,23
1269,4238,4,4,3,1972,770643,54
1270,2969,1,3,2,2004,404820,22
1271,1056,5,3,2,1997,748083,29
1272,1325,2,1,2,2008,232394,18
1273,3308,4,4,3,1976,752124,50
1274,3219,5,1,2,1954,468127,72
1275,4008,4,4,1,2018,796648,8
1276,4241,4,4,2,1935,855837,91
1277,2074,2,2,2,1988,108122,38
1278,4498,3,2,3,1923,804849,103
1279,2629,5,1,2,1943,282661,83
1280,2903,2,4,1,1916,703197,110
1281,3829,4,3,3,1901,315591,125
1282,1088,2,2,1,1912,234215,114
1283,2512,3,3,3,1930,60662,96
1284,2047,5,1,3,1992,506217,34
1285,794,3,2,2,2013,632570,13
1286,2485,1,2,1,1927,448115,99
1287,3617,5,4,3,1959,865014,67
1288,2190,3,1,2,1926,641759,100
1289,1636,4,4,3,1914,697801,112
1290,2564,5,2,3,1994,223285,32
1291,4955,5,1,3,2003,681866,23
1292,1507,2,2,3,1978,912303,48
1293,3014,4,1,3,1932,657493,94
1294,4026,1,2,3,1919,910513,107
1295,1747,3,3,2,1941,942215,85
1296,4402,2,3,3,1911,284631,115
1297,1935,3,4,1,2000,133805,26
1298,1071,1,3,2,1972,174698,54
1299,2882,1,2,1,1922,218902,104
1300,1745,5,2,3,1971,974570,55
1301,2584,1,3,1,1995,60712,31
1302,777,3,4,3,2011,393671,15
1303,2387,4,3,3,1913,965885,113
1304,1765,4,1,2,1990,701176,36
1305,1540,5,1,2,1924,806686,102
1306,1417,3,1,3,1976,568680,50
1307,1385,3,3,2,2018,246437,8
1308,3252,1,3,1,1984,661473,42
1309,521,3,3,2,2008,411995,18
1310,3691,2,1,2,1930,474022,96
1311,2853,1,4,1,2000,586498,26
1312,1186,2,2,2,2011,86972,15
1313,784,5,3,3,2021,811254,5
1314,4247,4,4,1,2006,346280,20
1315,1262,5,2,3,1953,487513,73
1316,2928,4,2,1,1904,952877,122
1317,3007,5,2,3,1912,852377,114
1318,528,3,4,3,1927,800561,99
1319,1406,2,4,2,1942,391324,84
1320,3604,4,1,3,1988,382597,38
1321,4499,1,4,2,2014,921836,12
1322,3494,2,4,1,1998,980728,28
1323,3006,1,4,3,1946,53052,80
1324,4109,2,2,3,2002,339416,24
1325,4053,2,3,1,1970,353294,56
1326,1953,5,1,1,1937,801564,89
1327,3856,4,3,3,1995,198388,31
1328,1015,4,3,1,1966,496605,60
1329,538,2,4,2,1961,712600,65
1330,3842,3,1,1,2008,933527,18
1331,1386,3,3,1,1938,380918,88
1332,3344,1,3,3,1936,879607,90
1333,2704,1,1,2,2018,443781,8
1334,1598,5,4,1,2013,66375,13
1335,2323,2,3,2,1985,599998,41
1336,3701,1,2,2,1907,755255,119
1337,3655,1,3,2,1980,828912,46
1338,3593,2,2,3,1951,720534,75
1339,4030,5,4,1,1990,419170,36
1340,4278,1,3,3,1932,530545,94
1341,3396,5,1,1,2009,77597,17
1342,3953,4,1,1,1980,386433,46
1343,4011,5,3,3,1941,481613,85
1344,1488,3,4,2,1975,135687,51
1345,4616,3,4,2,2011,168968,15
1346,4526,5,1,1,2009,614562,17
1347,4679,3,3,3,1926,517453,100
1348,2182,4,4,2,2011,253570,15
1349,4463,2,1,2,1907,481413,119
1350,1433,3,2,1,1922,622922,104
1351,4098,3,3,1,2023,866473,3
1352,3733,5,2,3,2005,974752,21
1353,2480,4,2,1,2012,397509,14
1354,2355,2,4,2,1963,969707,63
1355,3556,5,4,2,2022,888418,4
1356,1292,5,4,2,1992,861802,34
1357,1291,4,3,2,2013,347391,13
1358,2309,2,2,3,1919,960835,107
1359,2755,4,3,3,1915,431688,111
1360,4110,2,4,1,1916,256994,110
1361,2107,4,2,1,1979,830768,47
1362,1484,5,3,1,1918,443650,108
1363,4176,5,3,3,2019,637270,7
1364,3880,1,1,2,2019,901612,7
1365,1019,3,3,1,1907,682822,119
1366,1090,4,4,2,1937,739834,89
1367,1550,1,3,1,1937,336788,89
1368,4133,3,2,1,1952,612781,74
1369,4944,4,3,1,1992,395968,34
1370,1459,2,1,1,2004,564922,22
1371,1192,3,2,1,1999,971463,27
1372,4399,5,2,2,1989,883721,37
1373,4973,1,1,1,1930,978647,96
1374,3446,3,4,2,1943,482809,83
1375,1026,3,2,3,1959,482331,67
1376,3724,5,4,1,1975,816505,51
1377,2753,4,2,2,2018,727900,8
1378,3844,2,2,3,1916,347625,110
1379,4465,5,4,3,1978,276577,48
1380,2375,2,2,3,1972,651385,54
1381,2263,4,4,2,1938,859010,88
1382,1020,3,1,1,1941,980291,85
1383,1516,2,4,1,1947,384192,79
1384,616,1,1,2,1911,564771,115
1385,2933,1,2,1,1995,233951,31
1386,1083,5,4,2,1988,191668,38
1387,894,4,2,1,2002,503885,24
1388,4288,5,4,3,1917,463146,109
1389,3268,5,1,1,1978,229022,48
1390,4667,5,1,2,1995,932169,31
1391,4360,1,4,2,1905,330831,121
1392,773,1,1,3,2021,496049,5
1393,2513,5,2,2,2007,172540,19
1394,4933,1,2,1,1942,741349,84
1395,1889,4,3,1,2015,866615,11
1396,4066,5,1,3,1934,332902,92
1397,665,1,2,2,1997,706442,29
1398,2067,2,4,3,2001,812301,25
1399,1228,5,1,1,2019,670656,7
1400,2543,5,2,3,1953,620179,73
1401,4697,4,1,2,2020,96901,6
1402,3996,3,4,3,1961,526728,65
1403,1278,3,2,2,1968,416056,58
1404,713,4,3,2,1981,645350,45
1405,4262,4,3,1,1915,539838,111
1406,2076,4,1,1,1907,726923,119
1407,2948,3,4,1,1988,908440,38
1408,3436,4,2,2,1995,445991,31
1409,3617,1,4,3,1989,983332,37
1410,1091,5,2,2,2015,553528,11
1411,3220,5,1,1,1985,569149,41
1412,1213,2,2,1,1930,854406,96
1413,1435,2,4,3,2006,727748,20
1414,4837,5,4,1,1909,654879,117
1415,501,1,1,1,1955,302990,71
1416,3348,3,4,1,2020,330759,6
1417,4544,3,2,3,1975,72838,51
1418,2449,1,1,2,2016,352872,10
1419,1417,3,2,1,1991,690537,35
1420,3674,4,4,3,1969,652288,57
1421,2741,5,1,1,2022,364942,4
1422,589,5,2,3,1919,515992,107
1423,2209,1,4,1,1904,987126,122
1424,2669,3,4,3,1922,194608,104
1425,4738,2,3,1,1908,186772,118
1426,3541,2,4,2,1957,744199,69
1427,605,3,2,1,1958,846680,68
1428,1386,2,1,3,1992,95291,34
1429,927,1,3,1,1979,919061,47
1430,2395,1,4,2,1953,265963,73
1431,816,3,4,1,1945,175612,81
1432,1134,2,4,3,1921,591465,105
1433,2425,1,2,3,1963,462699,63
1434,2556,1,3,2,1907,93815,119
1435,3644,4,2,3,2022,874965,4
1436,2770,4,3,1,1919,836458,107
1437,1939,1,1,1,1950,154997,76
1438,1052,3,2,1,1977,110611,49
1439,1215,5,2,3,1938,661530,88
1440,4411,5,1,1,1936,467876,90
1441,2213,1,3,1,1949,760463,77
1442,3889,1,4,1,1933,417057,93
1443,1607,1,1,2,1974,92082,52
1444,4706,3,4,3,2017,197330,9
1445,750,4,4,3,2003,677901,23
1446,2930,1,1,3,1932,934747,94
1447,2554,1,3,2,1930,926122,96
1448,958,2,4,3,2022,145220,4
1449,707,3,1,2,1953,589677,73
1450,1399,1,2,2,1943,141860,83
