Point,X,Y
P737,24.39692274997187,30.073440973645987
P738,21.46795759112992,33.2414021692193
P739,24.455733331264984,32.09766221953514
P740,21.00628519989055,27.812708498382946
P741,28.25071611022497,28.135834239541165
P742,32.771337330550324,28.001819071926988
P743,26.011081265883487,34.66295415936545
P744,18.61735420180136,21.19595594009612
P745,18.134546584434574,36.31292051713591
P746,22.51663834348399,42.79099642834126
P747,22.460885806041752,30.922756515985185
P748,31.93949478655544,40.03046444079561
P749,34.27676609486379,36.04183115296571
P750,29.60828136615158,32.96263474600592
P751,28.50262484274987,27.244071418357333
P752,21.318105024599618,29.98312771294524
P753,24.234169198637822,27.733859753363625
P754,28.133743513555217,34.77652604285255
P755,25.397830988313313,37.38765040527631
P756,19.862398986399228,29.03170270360141
P757,21.774299557287378,20.6673169146347
P758,24.627936913707853,29.39126245808358
P759,31.81052384458959,33.154058422773886
P760,20.39115929051858,39.27046283167094
P761,30.494651629864087,32.910488517343076
P762,23.980821555175755,25.202803816382602
P763,23.32506950768026,35.443743098520926
P764,33.48063837670574,37.71621764136094
P765,22.800177601961767,24.401912833554945
P766,25.633988111100418,21.157803172185744
P767,26.454254713831517,29.261987068506656
P768,22.90283574159291,22.02648466366602
P769,27.311200479563723,27.336495801690443
P770,19.735374239303702,15.638688933591753
P771,24.876182927272136,38.86125798334872
P772,32.475666465465416,27.714518717068643
P773,22.290045728371986,32.34387128037512
P774,20.507265523652688,31.50895949909733
P775,28.447361252731106,36.13466611942154
P776,24.549306655840212,28.98163124911517
P777,21.049078359595477,25.8655982298007
P778,23.98084498644313,31.83682753408089
P779,29.111130818049624,25.984105246598276
P780,31.717098560317847,28.644381994787157
P781,24.903847175432038,26.263941604260882
P782,14.090918828771763,34.42022698180525
P783,28.31579753691595,28.593362214408934
P784,25.301458227511922,32.5796960885205
P785,17.96854364401056,27.354736613268525
P786,28.574191058298222,23.728552884153753
P787,26.32101069474983,23.217090976882975
P788,27.098934920950867,29.821792588512583
P789,17.731906828425206,35.82369677228586
P790,21.69433790440878,25.948737814928094
P791,25.902561387539244,35.743186747143575
P792,20.428801814597215,30.30839924923986
P793,26.92967425148758,33.46552803631572
P794,25.793986998747513,28.164860804583387
P795,21.27584400708076,30.430719415231874
P796,20.17537444606477,15.393247582526964
P797,26.964519118709504,34.519674205430974
P798,14.366804040061727,24.95134647645031
P799,27.78619417452339,40.2874773485585
P800,25.093571684539334,26.35998529385433
P801,24.17696601502822,36.87438209574093
P802,22.09316119393959,26.00403996674873
P803,22.827654150180855,25.233356958706437
P804,25.552016421976578,38.1233922923478
P805,26.45385672902213,28.738232489368563
P806,23.68684928988005,22.184045956516716
P807,28.973993997162214,29.61081401493599
P808,24.187840388842183,45.965537839224304
P809,26.344388087645587,26.24104474952408
P810,23.081390817075054,35.74222854598378
P811,25.50971684741994,22.808610108413166
P812,29.136530205588414,26.65927957230503
P813,33.429839992978955,35.40024032857324
P814,22.98705146953562,36.40508180867556
P815,25.305349797373314,34.263868375611096
P816,27.181297677825135,25.768216725045633
P817,22.10402575457142,35.14980408790581
P818,23.493511005520567,27.981757683790015
P819,20.70194839292791,32.11799532796731
P820,34.281362136594154,24.662335428728635
P821,25.10898755502741,37.061102777077146
P822,24.64161373939428,32.26185898124867
P823,20.21922912333904,32.141535486038244
P824,24.15785080747953,34.928649978399314
P825,30.343237232041382,42.94781821009307
P826,27.60834927946109,31.628981582910832
P827,25.874729357098012,28.23416853594656
P828,26.52317729557761,28.522992949304854
P829,25.758074393213263,36.587987678039795
P830,20.470558456241616,35.699392805645225
P831,30.927017803029393,29.409657365044605
P832,15.451652954461323,26.960890064527838
P833,30.83647545952499,29.88565968850559
P834,20.503139954672903,27.47612539385891
P835,28.782790119270487,32.7336678410069
P836,23.924805553736377,28.165877940926563
P837,23.2370883293028,25.387949077507486
P838,32.26919060261249,28.3883976539433
P839,30.477213343714734,37.60658025961226
P840,29.49239904166582,27.841898436409757
P841,26.816785406514743,29.879021968045418
P842,20.933341626714423,31.621796408608017
P843,19.694320939780887,35.93839694230782
P844,22.90922216215723,31.005798279364196
P845,26.27479542195764,28.705475131479613
P846,27.640122106638735,27.62548171688738
P847,28.9208378385576,23.270101598766257
P848,25.56870810795885,39.694644995291426
P849,20.498509039274914,26.611275147375743
P850,27.312585323465118,30.89790890969799
P851,26.577835446731015,32.44593565073832
P852,27.856246608527965,35.54849920978111
P853,26.844183956178306,28.793711726907286
P854,28.02658165541229,39.49940967447608
P855,24.403148141278418,25.127353476646793
P856,29.981863011791376,29.398094180232007
P857,15.222987042936838,34.23710838575211
P858,22.591023163207346,29.547333588479198
P859,26.493911487560567,30.952498398895333
P860,28.19253317712568,27.822568147150783
P861,27.308976091792374,28.702266612080415
P862,28.324647163993763,33.07683742006527
P863,20.79052584079932,35.42991058087516
P864,22.588164496986785,34.040288991405724
P865,26.652792910306033,39.190918383975614
P866,23.994403079326666,28.253416019409013
P867,24.912611773505205,28.484101085828623
P868,28.599738558739226,21.91844695781706
P869,20.25842911384141,24.660985392104035
P870,29.27638416388109,38.553066862909624
P871,24.529978516581377,29.155891384049948
P872,25.315234734009316,35.80939151304095
P873,20.826910896142415,31.191844913673926
P874,29.388389334020935,32.50547084969923
P875,25.853117274694345,35.005230462835705
P876,12.835454681503432,33.38937659765454
P877,22.056659425926593,20.846835515717714
P878,27.300411697862412,36.86829272581479
P879,24.381481684175387,34.76437273601469
P880,32.255252160948906,36.57457226792024
P881,32.37984038217127,33.71063745535946
P882,25.339451375057166,21.990170940514158
P883,23.89271880341523,25.783767023419042
P884,34.76924222874016,29.120570937838316
P885,25.554421630530186,32.75742688020234
P886,25.19621100867604,38.47525520215376
P887,22.198077872194965,30.973037276186215
P888,21.65888236435878,23.39988744389647
P889,22.247039090926215,29.81481601475794
P890,23.068139989672332,26.53789510063072
P891,18.671571413476748,29.584472136856526
P892,18.22875831686049,33.80027981844801
P893,25.370978888205265,22.71224250267535
P894,23.608559153275614,26.239217972047083
P895,26.43628529688631,36.702252230115725
P896,16.56172388659415,30.575130395737087
P897,24.279402419950117,33.35670038225233
P898,25.959384827069602,26.240153341305906
P899,23.56425728950022,26.019870715982556
P900,29.84203212369369,30.10655824335971
P901,33.555358085888535,29.696695930926897
P902,21.81216954890292,22.431428036935863
P903,16.88587145684825,22.079320284972553
P904,26.202069929551676,32.54362511614967
P905,17.8846418408554,34.475191570380574
P906,22.826225267424523,30.733965059927748
P907,32.25499282714941,34.48419657932766
P908,23.791612084423754,25.544038872923565
P909,15.316830694018128,26.4042334037879
P910,24.049913925275376,25.06410236424408
P911,24.40934364808463,30.384259414793842
P912,23.988148081863645,26.7499870958827
P913,25.758946023850275,32.209703247847045
P914,20.093204151507194,37.054661898731354
P915,24.556353404720824,30.094248114724238
P916,28.186964904654506,31.166080656317508
P917,29.289114852609604,31.43562082600912
P918,22.24403181411803,31.80751762603051
P919,19.85323206705702,30.542798528882617
P920,24.850465042099927,28.959415713637302
P921,24.421581198524812,20.590754772511804
P922,22.530737915165673,30.464224505705573
P923,25.719353763988302,24.86162429537021
P924,30.69568528389115,25.669125758927496
P925,29.362557402370314,32.13597180935842
P926,22.091977105702888,38.87655446304756
P927,19.62863425709584,34.59577086805001
P928,29.502620431193403,26.646898954616777
P929,31.26609385028948,28.749767427005235
P930,26.299121331759356,31.301609193856102
P931,24.395610663382534,34.05404136579891
P932,28.57069924248496,21.257340133809095
P933,30.869531092951686,21.68754005982163
P934,29.646457919537458,35.633525684137915
P935,20.090651064031608,27.945928560227077
P936,20.024328991813288,28.925394848556323
P937,23.613845721164164,33.8983026613467
P938,30.896389357538236,36.97841905394978
P939,22.47024388039764,28.95389063127736
P940,17.424528135005723,25.970649667519055
P941,29.34183234893856,38.07791411774116
P942,19.44543007654035,27.037678704235528
P943,24.881174093684827,31.400805794098034
P944,21.356784160352593,32.12030522232045
P945,22.867722938180876,29.927738645608603
P946,27.458279116016648,30.032111349054688
P947,23.03626349263044,29.451950980370846
P948,24.60236668357599,28.14994485058936
P949,23.83541771799804,37.99323585252358
P950,27.524137515735575,28.522598409854197
P951,28.13629482029831,28.33090255121995
P952,30.279060869139887,31.84821096099047
P953,24.51714035198097,32.23858462905139
P954,17.931057315691753,24.366162655450974
P955,19.62733747120425,30.714715473818533
P956,32.796317497682914,41.15650073096316
P957,27.871229956483408,32.50422237472228
P958,16.895240196312674,27.28663100132989
P959,21.454973116412926,26.89576200874442
P960,24.243352816368446,27.639547111514364
P961,16.093150853308956,33.73955128058767
P962,20.17265638417087,31.196234320555746
P963,34.33337201387488,25.403077042067885
P964,13.613706147641516,28.569978890599447
P965,29.95431835749357,39.79173727110297
P966,19.467026824964123,32.48349611618261
P967,22.90610294448976,29.47025822847932
P968,36.89954506157666,22.485148358024233
P969,26.141828476725582,32.33846585882716
P970,29.886038462227063,30.48991576735448
P971,26.38622742776846,28.041757162891045
P972,26.211071235602983,28.28403862251295
P973,27.797073504352227,28.15194831978183
P974,26.69695177255984,29.853685931575107
P975,30.067226128474758,29.74303138205757
P976,17.021353893069033,36.30960750356996
P977,20.924204646118213,26.7311683067559
P978,22.319524176804286,36.87219046585409
P979,15.38946603709587,45.688742668299966
P980,29.752255640797234,31.1161945706458
P981,24.75297699722671,31.427770374288286
P982,27.34505092770702,33.22607792975028
P983,27.500220097015518,30.447903406276243
P984,24.111977108617033,29.243633581732443
P985,24.122912738412936,35.66885048433532
P986,27.671005250263878,15.298056826678598
P987,27.951553494383923,30.973680973593876
P988,24.915810595993463,28.05740773455557
P989,30.05850723993706,34.73763231061429
P990,21.52205049479376,32.03526143562267
P991,20.627544694564214,23.101909176055347
P992,22.179772489345158,34.311967361913794
P993,29.28906270419239,32.56542710048647
P994,28.262931040815985,32.58089143557479
P995,22.113332821496716,32.159612723369705
P996,28.60184286352457,33.77145664906787
P997,30.350110171635894,33.54151923600532
P998,26.581516933937124,35.350751191582134
P999,24.88065433337923,25.59062674386141
P1000,24.266198662253064,26.275486775967757
P1001,56.624108625128095,64.34966598178016
P1002,56.03790039500019,63.61417311662432
P1003,50.53192666523107,65.95982168317822
P1004,60.00602737681112,61.32310116019314
P1005,63.296228342162024,69.21906561931951
P1006,51.96220067815513,61.56773849645204
P1007,56.154288251063505,60.77043604501011
P1008,64.14737420965874,64.12778237552239
P1009,58.67742579344694,55.98261936016961
P1010,63.17709015104613,59.42333722315937
P1011,60.29966315133164,66.24819622081186
P1012,66.80329297919326,59.110308203963996
P1013,44.90243922089587,65.82732295139162
P1014,69.00255590755427,70.57525858822747
P1015,61.04829707637313,62.787637164655784
P1016,64.03561298318655,60.61904210132989
P1017,62.3817888467811,67.27461571624983
P1018,65.30104953749439,77.41847017509986
P1019,61.96207983589383,62.709663684316254
P1020,59.872128439040026,57.03915842799897
P1021,56.52643434455471,63.15822902849103
P1022,57.37955801032704,65.68559692415175
P1023,55.887900338089,70.04463800296013
P1024,60.00103532459099,64.95814855487623
P1025,58.36052641743541,65.69835807736541
P1026,64.12549132333817,61.09791402930095
P1027,56.70941755462372,63.63323287050501
P1028,53.27064538263392,61.31333963125326
P1029,57.618895632276704,68.93475131320727
P1030,61.31280664500962,65.87115460115395
P1031,64.25448981083986,64.38182695220272
P1032,61.95232424964445,64.53550211180377
P1033,61.32681174699814,62.37758604074788
P1034,47.80591420861786,64.39574377016163
P1035,67.1137406804997,69.16796931008716
P1036,64.82698742295585,70.56258824812798
P1037,60.44328795480719,65.88792068332518
P1038,56.91174052282825,63.577672147878275
P1039,63.07885574885571,70.41747996725968
P1040,59.302768621595,62.97414830816865
P1041,60.002639794282985,67.70543037018102
P1042,52.78072591933229,54.66718571088243
P1043,57.24731575254208,59.50679408338629
P1044,57.45929901176345,64.33498856532138
P1045,57.733757954884936,71.53610390511835
P1046,61.6337238230116,66.35213461824873
P1047,63.11103572021701,59.87525096998654
P1048,65.19555893710134,64.65906071059042
P1049,63.35240308620606,60.1766424513193
P1050,52.23120616991968,68.68050346111264
P1051,61.882047630487584,60.940768005391206
P1052,55.65168459362653,70.06445652986646
P1053,54.05294053566336,72.39202828965183
P1054,55.496896326760655,67.87276366523773
P1055,58.356907621255075,67.71434343987055
P1056,57.27942998942903,64.26743192267467
P1057,60.20459587697861,60.49015644898337
P1058,63.70412172710063,62.690538950877865
P1059,58.85700042329991,60.5254278142617
P1060,47.18833170602345,64.14037506829924
P1061,72.06307710806458,68.5307192955411
P1062,59.903698101328025,63.816991268562795
P1063,60.11232946406023,67.46203601828844
P1064,54.09593592345578,70.01444762600993
P1065,63.57690657720622,68.2318357656857
P1066,62.192378694048635,65.08827495962295
P1067,63.3643061798341,67.6631636018362
P1068,58.22979644529488,62.418792021963945
P1069,60.50928147630994,71.97059068172834
P1070,53.804464621730496,58.39613630411402
P1071,60.82380420618259,65.22899465835208
P1072,60.866708321852045,66.09778939058825
P1073,58.883988726825976,71.70438547370937
P1074,51.995480107617425,61.27176338848889
P1075,59.48372619925476,57.60565034980625
P1076,59.12072797783964,72.47661574577609
P1077,60.10443244147981,66.03815407573407
P1078,53.6991761741371,62.22637366382235
P1079,58.12401809838032,63.570282064596945
P1080,66.40821897501884,67.50960977326307
P1081,54.44271021531484,66.10927150294403
P1082,62.491108742483924,70.1306706733457
P1083,67.90270343284186,60.43207613677459
P1084,55.94571244394831,59.340899634884224
P1085,58.829900704465096,67.0986126850085
P1086,64.9366725829455,64.65822039360864
P1087,58.40076238372578,65.68291096511933
P1088,55.824285491849885,74.40292424762649
P1089,51.96169486440971,65.83133260503077
P1090,70.1180310961482,65.03059930052
P1091,59.04980482499253,63.39149559735308
P1092,59.09804159118796,71.17781813604438
P1093,48.940690443352466,71.90045165583346
P1094,52.88021423774927,63.80006451844513
P1095,57.85377789850669,67.64848971396825
P1096,52.00937824058126,67.07977699736874
P1097,70.12154811643427,58.865716979332355
P1098,60.94853083805198,62.02108019991526
P1099,62.12943603096518,65.08616499837089
P1100,56.792565454778455,67.19542528191984
P1101,69.02174054893372,64.14093293722716
P1102,63.59878971074091,59.18027168957976
P1103,55.21781811590996,67.1258282504617
P1104,67.42058014267982,66.60026006953547
P1105,58.43470984738423,64.99681132440509
P1106,53.74796133015141,67.72031896859914
P1107,64.41166531161704,62.96559350225114
P1108,57.64978926120249,66.19645203343421
P1109,57.81640131979702,64.7024032341838
P1110,70.49860894583257,63.888384346643015
P1111,58.20829923989389,62.086061874641786
P1112,63.720959857499686,64.18449122051854
P1113,56.75313480839287,70.94586814522856
P1114,67.09801502256819,62.298093954175826
P1115,50.66730024319692,69.53381160426615
P1116,56.57685087119998,68.55781519623245
P1117,50.14948091144082,69.0166880223469
P1118,53.9441403535961,68.28843853579936
P1119,60.07136533918217,60.7072726127151
P1120,57.9648184353661,68.08843305630515
P1121,60.529472265576175,67.62985841212618
P1122,69.88220292257742,57.96091274730027
P1123,68.08606287484312,65.46960171885446
P1124,55.50607975838436,59.01358868417454
P1125,59.054398046114834,69.14742550366006
P1126,59.36225439811233,71.80019718611307
P1127,52.744121549742204,64.94559973469275
P1128,53.73803277793441,66.63634347181235
P1129,64.4344369504865,63.10657192843526
P1130,46.978930716864326,65.89526666058423
P1131,62.18369275866755,66.81932639732764
P1132,66.17891095911077,60.180258441579284
P1133,63.40108052725225,70.36628380615089
P1134,51.10706207996742,66.4384332166354
P1135,57.47910084496164,64.63314797104259
P1136,61.73838241769168,62.807471461489015
P1137,56.62145960419194,65.15368587869611
P1138,54.563770305685985,60.113786920016665
P1139,63.396866414782515,59.83042684178605
P1140,63.331562504546056,67.08166081784277
P1141,51.37096635604702,61.95095906448955
P1142,65.97054701523686,60.58475510987143
P1143,57.67797868845306,67.07927401963353
P1144,63.91695254641298,63.86807501279977
P1145,57.012449026541795,71.40066437764328
P1146,68.6944983189879,69.40486122851809
P1147,60.42659071282512,61.36280425261583
P1148,55.847777967217176,67.35131347369591
P1149,62.091991104443416,71.30719366825893
P1150,63.25225046268069,58.23613864208082
P1151,65.2597380886146,60.50872717708514
P1152,58.08014364023824,66.12590092813262
P1153,69.97833744891982,78.99463350202413
P1154,63.03361529568092,64.17561521575826
P1155,62.67252824240275,68.99444941643226
P1156,58.39666187221404,73.07845110160545
P1157,61.15035379595701,67.23984390091127
P1158,63.329621260272305,66.89713974776505
P1159,64.19470250234806,62.22236066053885
P1160,57.20849123026985,60.049305951627375
P1161,62.19750615310113,68.50521426580451
P1162,62.28886433075943,72.53521595006391
P1163,59.972019905854765,68.00933745016631
P1164,54.541495619303426,63.258051338865194
P1165,63.47768878782889,68.82095949834415
P1166,58.53016526167909,64.6778033666387
P1167,52.410631266595956,63.39336859637026
P1168,64.45191581759893,67.58842257247954
P1169,62.503328606906045,65.22398159231432
P1170,60.03531579314088,62.02855487236949
P1171,63.49414210101267,66.89437824975225
P1172,62.46009423996399,62.63284320799589
P1173,49.23328540064378,69.93718720289164
P1174,57.60581271995798,61.117509061805954
P1175,63.46739455956997,63.23594312036391
P1176,65.29968192023311,67.77652677309514
P1177,63.417846616002386,58.8531992995976
P1178,66.059719926932,66.17562739055235
P1179,58.15361430376898,65.64524810304013
P1180,51.1188238355084,66.83893765166302
P1181,54.85314245908964,58.912983713704094
P1182,52.38820406891055,70.00709768745466
P1183,56.85368303153606,71.90177469462425
P1184,57.32099268473851,57.31688919083174
P1185,54.4173778002567,70.56115229003123
P1186,59.22050911031666,62.532707165792296
P1187,60.80009112926394,67.25802231275395
P1188,65.58699407951231,71.51824653451817
P1189,58.20115677105457,59.03278541263083
P1190,57.93267419438362,66.171262279623
P1191,55.18120536894695,60.692820882972306
P1192,61.718939407749424,64.78106441793297
P1193,60.163984977057936,61.58677099384969
P1194,58.847996428971165,60.84095085079263
P1195,64.45099205562393,69.65862200625689
P1196,50.76906068880953,60.817201129134155
P1197,52.51735372454961,62.07489229516896
P1198,59.58281015104819,58.47659651135662
P1199,55.390700934373434,60.48219182563326
P1200,61.03633664699472,65.31204951666312
P1201,56.391312233313734,65.79569392462729
P1202,57.26659957706367,63.77755200353276
P1203,68.36726045149268,71.03207473305656
P1204,53.50209381536201,68.73379588045628
P1205,64.05698277245796,59.83281520061322
P1206,64.09388821877431,71.92069363285648
P1207,54.38727596877793,60.87123730543581
P1208,65.08830733421752,66.22172889871541
P1209,62.757381376197614,66.53265147380223
P1210,61.95347960464072,59.030875422600126
P1211,65.23658853310724,70.26315496592498
P1212,58.853046279659864,64.80435372583761
P1213,52.34446248722139,67.31414640208025
P1214,62.86028720857072,64.7201404235031
P1215,65.62176679935251,63.49665246059027
P1216,62.823029629468,60.41151047588548
P1217,59.88223924562881,64.21540583943724
P1218,61.12653961020471,63.33712882024989
P1219,59.342637021641664,68.71721227148677
P1220,57.81617881380891,57.770403046675945
P1221,68.7479195210271,71.21654335410719
P1222,53.538686524471906,68.10368512360337
P1223,57.485126147243285,66.18569246898977
P1224,61.471120645067465,63.94516489857655
P1225,56.08117167206802,61.89256526457683
P1226,55.41904042259379,61.256800062962995
P1227,59.66410854975322,61.779080049001614
P1228,63.4102603285631,71.69260769901167
P1229,57.09973379314979,66.0773202524092
P1230,62.49842555151467,67.12401021913674
P1231,60.37977633958044,68.34207088261876
P1232,62.41124476340329,59.43051909952716
P1233,64.34578032194636,68.99280876770034
P1234,56.18356947910709,65.17072025951421
P1235,63.416644964055344,64.05808781189288
P1236,65.36489023883006,75.63742622578712
P1237,56.07006983682509,58.785299285808016
P1238,61.51909297802438,68.24703127306765
P1239,58.845668130776154,71.53967298494466
P1240,53.30697100138376,68.11813380364225
P1241,56.970695896205534,72.73720057793284
P1242,69.9625767658406,61.550045354974934
P1243,57.2522143204571,68.86814549140911
P1244,58.064346751052426,64.79564951930493
P1245,60.12694210271205,56.36147079711055
P1246,59.93081126952881,61.89622501671122
P1247,57.53438588800114,71.49634401560967
P1248,53.71746552860372,68.65942334036589
P1249,58.60518534834096,63.741079241768745
P1250,63.951859480258555,66.53023082556001
P1251,62.85306498609766,69.35683097239787
P1252,58.34345808408339,62.24493469471513
P1253,54.57424736721101,61.285652615094705
P1254,74.74547212654363,70.60105811331555
P1255,53.24462816895989,59.04893919465393
P1256,62.40933030859246,67.46269158820085
P1257,62.744419176586824,63.85269892900836
P1258,59.3727286999855,66.4754578587171
P1259,60.429465031466655,55.01314832263609
P1260,58.85100184712403,61.16867104582859
P1261,60.87605709454256,78.43366551171535
P1262,61.83740832737152,63.58911641222421
P1263,64.60900750988625,67.17209549244146
P1264,62.100472452259204,67.73082766947051
P1265,70.28271782414771,59.91100204103338
P1266,62.36816038405727,60.831284915083074
P1267,62.77756323171124,60.865910698312575
P1268,57.913165931974575,63.672095385929424
P1269,64.87908359672355,69.13304499774087
P1270,53.77141311776808,65.24720349949932
P1271,56.45210072625414,59.336727901961
P1272,58.91491474787815,63.61182745194881
P1273,72.13358243172762,66.94831921412313
P1274,53.11191249622881,62.45851698123076
P1275,65.106916477147,74.39799247791467
P1276,52.07008343881021,56.540340266874296
P1277,69.35482587685891,66.75326379816907
P1278,55.65853634061817,67.40583088755096
P1279,46.82126130491561,65.01518977968722
P1280,61.63910586421542,69.15921562792023
P1281,54.93052023853731,65.38559222631511
P1282,55.37287686970206,66.14922690053443
P1283,55.52326838818488,63.16354622377901
P1284,55.020923026048855,67.93011308820645
P1285,64.29225558328332,63.944207435191636
P1286,60.19118997480014,58.481338634149054
P1287,58.50161675996606,64.77407922331214
P1288,73.10396545514988,59.996148384016266
P1289,67.32088619376219,69.48586448059613
P1290,61.40318202245068,72.9137921788781
P1291,61.860527363034315,66.75121638050568
P1292,59.73439673491227,70.50605997088383
P1293,65.48234616905442,62.184452206267046
P1294,53.40376402700616,64.08658713171954
P1295,55.999807178011764,64.7141394142309
P1296,66.1871906734207,62.942142552109445
P1297,59.78588309344212,65.26110230663778
P1298,64.24215441102642,54.888997997069275
P1299,56.96649852617352,65.95077661525762
P1300,66.00039478213431,62.78643898622208
P1301,50.617236469790626,67.78870150684762
P1302,56.82318805587185,59.64650003409337
P1303,56.87827305143388,64.16963589054868
P1304,56.97627667730894,55.07495274305419
P1305,64.48533098443566,70.73693768575426
P1306,63.25760995669753,59.88041448308832
P1307,58.99254233026241,64.97065408146744
P1308,62.99397194780955,68.00753219923136
P1309,56.329131006107524,65.36898000386103
P1310,62.28640202307621,71.55120044966046
P1311,63.522532699123616,68.55075509318984
P1312,60.4191331396468,71.34706615341577
P1313,62.04881397979749,61.12510440421893
P1314,67.01684985062596,68.14056472642562
P1315,57.78477989435759,62.842281646703405
P1316,61.48287772570381,67.08433157870414
P1317,60.98646132815603,66.40088903049298
P1318,68.4997868728819,69.82194418505699
P1319,60.95317795632512,69.23589761345367
P1320,54.837380482362306,66.79067172476064
P1321,69.04653174866556,64.01879347073432
P1322,55.761830356904575,62.06560000133123
P1323,54.55183481328806,61.46857141342534
P1324,58.14745950704985,58.674948413696114
P1325,60.07809166974801,69.06024728203991
P1326,55.4612190992654,71.83677765638797
P1327,62.55396044263797,69.63761263530826
P1328,56.71082723073931,68.84536352179977
P1329,54.54033049802344,69.00611375376428
P1330,60.85919669896766,67.48963048993153
P1331,54.12202697187574,60.97218570975528
P1332,62.98614109126692,60.7324339809911
P1333,62.316031460495616,58.84787987092889
P1334,64.24087106333334,59.45364508354171
P1335,62.76149968839761,67.815339201407
P1336,56.516140907852126,67.61911955188127
P1337,61.30221131666778,62.575211647132676
P1338,54.95722657961896,56.168184387473396
P1339,61.74825023649847,57.95838752887075
P1340,60.47672099720654,63.814483027629876
P1341,63.39571387719098,63.64079525229561
P1342,58.35276106826454,68.29341816929733
P1343,61.67529014542059,66.4227018073225
P1344,62.346337949042635,58.08992544556803
P1345,63.78394339993491,67.75610957306121
P1346,54.916584357117515,63.901637868466096
P1347,59.80346356186185,64.3947644701922
P1348,61.669299832842675,71.44115051824032
P1349,65.40883363836414,59.09501362955867
P1350,63.110349951530246,70.98019993790935
P1351,61.93404260344602,69.90941191333685
P1352,70.06135222850382,69.60669295748141
P1353,61.246542978208645,69.7028981333814
P1354,60.724439165484455,65.1075636947823
P1355,58.242928821431335,72.03536011474449
P1356,55.907856670289995,71.89565476105152
P1357,62.49932061870186,58.70312221339126
P1358,61.83824646495711,55.549880715567696
P1359,63.12754008415518,68.98354167345046
P1360,57.038220221739735,65.55596463180012
P1361,69.77078716875143,62.72413983082129
P1362,54.705462064717,71.66748531108169
P1363,69.81293595265397,65.01663052331531
P1364,65.05731517704179,71.03664161988897
P1365,56.28757883730808,62.816123740844596
P1366,66.15437256577367,72.5825642541883
P1367,62.81440430087177,61.040835409240756
P1368,69.9353055584972,62.61063095984616
P1369,58.32431109414274,66.54052025520329
P1370,67.77080210357387,68.842891894485
P1371,62.07432750180955,67.08479838553149
P1372,60.21757334321733,67.51162781533328
P1373,47.352199611528484,63.66526643418591
P1374,61.2066096745839,59.82043662371222
P1375,61.931616589057796,64.07987950556246
P1376,68.77737849157745,72.07858876346685
P1377,57.670972154409185,64.32123029794987
P1378,59.63026217195804,62.9675323572817
P1379,60.97512492014064,61.58773069000584
P1380,54.34692332531237,67.8022005075512
P1381,63.147647921109055,61.38057908153004
P1382,64.476777153813,62.15790021875601
P1383,61.265826190189905,68.69154805675605
P1384,59.83193717648143,67.04633410463511
P1385,57.41785178056214,64.11590037457356
P1386,58.9707028455983,61.640397440568925
P1387,59.11612918442109,58.03121765511314
P1388,57.54423126428948,63.71806027983648
P1389,58.7191012375231,63.913261493581494
P1390,59.69117900069936,67.15748683138729
P1391,64.37258537066262,62.076056479182796
P1392,53.98399572305428,60.31080014490604
P1393,57.563985394025366,63.41635406982571
P1394,56.150019669012714,59.16747501087548
P1395,57.71939586262906,65.81641979051287
P1396,62.97514732917782,62.49159626101255
P1397,57.93501088928283,60.829857610187105
P1398,59.84280414812612,61.18207114614133
P1399,62.865639066206,56.963600786296496
P1400,58.20185163773769,66.35498302636285
P1401,60.91917258161252,77.11865148791223
P1402,61.74900012283954,60.48175431421095
P1403,59.522678764554634,57.006891499400965
P1404,59.5970012535162,61.251247743496585
P1405,64.57695137780081,62.52706876432009
P1406,59.416170421023764,62.13998971368019
P1407,68.69425675926665,63.5544075524694
P1408,69.162785217396,68.6636829295322
P1409,62.41033363667693,66.65929916292883
P1410,61.96898649108126,56.32547339294476
P1411,58.60558302924622,68.80321087032945
P1412,59.755514082629475,58.67664568938391
P1413,59.73797774711265,72.66847482314971
P1414,66.23445857767359,64.72098195785286
P1415,64.75724638529043,63.350718408343766
P1416,51.480642065866405,60.839903053417004
P1417,67.81444384254098,63.76703113176813
P1418,58.78308010312491,63.650728116763034
P1419,69.52068294786504,72.31681511912929
P1420,71.09390116724067,64.28429655319977
P1421,61.47812244373547,58.17510852760644
P1422,67.38467213059137,59.744992019294294
P1423,61.08387781881314,60.0621386256522
P1424,57.05566586630652,61.232319060276346
P1425,56.960623696620914,62.5739478358296
P1426,57.25865602537461,68.75000260301138
P1427,54.4756860346874,65.9924364215624
P1428,66.0897957615278,62.69061635968972
P1429,56.41040554626199,63.96263918668887
P1430,65.89862604180355,65.87348433929012
P1431,57.34392852696201,67.17744493034618
P1432,54.48853925081788,68.06611779699327
P1433,62.04303653850884,63.61486187987502
P1434,55.807071007763845,61.00993584972444
P1435,62.67408668172955,70.53041226120078
P1436,56.81346126485602,67.06274016598168
P1437,49.564864906989655,62.3692202120426
P1438,59.84470533564549,60.90642462358175
P1439,55.31746812605202,61.99499199589001
P1440,61.460963641631864,64.15701941717131
P1441,48.808843833375136,55.4568493131422
P1442,56.965674110714126,67.05958963724099
P1443,46.26247578637383,62.75121420731766
P1444,57.3687607174129,71.24752000193801
P1445,58.07489094143568,66.72345043133417
P1446,60.70628570043731,55.4124508408676
P1447,63.841036083158684,65.9692842745533
P1448,62.54134319837295,82.66806967896346
P1449,49.57943530250706,72.76113492392498
